STATE,COUNTY,TRACT,BLOCK,GEOID,ORIGINAL_COUNT_OF_HUs,CURRENT_COUNT_OF_HUs,LOCAL_COUNT_OF_HUs,DIFFERENCE_IN_HUs,ORIGINAL_COUNT_OF_GQs,CURRENT_COUNT_OF_GQs,LOCAL_COUNT_OF_GQs,DIFFERENCE_IN_GQs
38,043,9668.00,1000,380439668001000,0,0,0,0,0,0,0,0
38,043,9668.00,1001,380439668001001,0,0,0,0,0,0,0,0
38,043,9668.00,1003,380439668001003,0,0,0,0,0,0,0,0
38,043,9668.00,1004,380439668001004,0,0,0,0,0,0,0,0
38,043,9668.00,1005,380439668001005,1,1,0,1,0,0,0,0
38,043,9668.00,1006,380439668001006,0,0,0,0,0,0,0,0
38,043,9668.00,1007,380439668001007,0,0,0,0,0,0,0,0
38,043,9668.00,1008,380439668001008,0,0,0,0,0,0,0,0
38,043,9668.00,1009,380439668001009,9,9,0,9,0,0,0,0
38,043,9668.00,1010,380439668001010,5,5,0,5,0,0,0,0
38,043,9668.00,1011,380439668001011,1,1,0,1,0,0,0,0
38,043,9668.00,1012,380439668001012,0,0,0,0,0,0,0,0
38,043,9668.00,1013,380439668001013,0,0,0,0,0,0,0,0
38,043,9668.00,1014,380439668001014,1,1,0,1,0,0,0,0
38,043,9668.00,1015,380439668001015,0,0,0,0,0,0,0,0
38,043,9668.00,1016,380439668001016,0,0,0,0,0,0,0,0
38,043,9668.00,1017,380439668001017,0,0,0,0,0,0,0,0
38,043,9668.00,1018,380439668001018,0,0,0,0,0,0,0,0
38,043,9668.00,1019,380439668001019,0,0,0,0,0,0,0,0
38,043,9668.00,1020,380439668001020,1,1,0,1,0,0,0,0
38,043,9668.00,1021,380439668001021,14,14,0,14,0,0,0,0
38,043,9668.00,1022,380439668001022,0,0,0,0,0,0,0,0
38,043,9668.00,1023,380439668001023,1,1,0,1,0,0,0,0
38,043,9668.00,1024,380439668001024,1,1,0,1,0,0,0,0
38,043,9668.00,1025,380439668001025,0,0,0,0,0,0,0,0
38,043,9668.00,1026,380439668001026,12,12,0,12,0,0,0,0
38,043,9668.00,1027,380439668001027,0,0,0,0,0,0,0,0
38,043,9668.00,1028,380439668001028,1,1,0,1,0,0,0,0
38,043,9668.00,1029,380439668001029,4,4,0,4,0,0,0,0
38,043,9668.00,1030,380439668001030,2,2,0,2,0,0,0,0
38,043,9668.00,1031,380439668001031,8,8,0,8,0,0,0,0
38,043,9668.00,1032,380439668001032,4,4,0,4,0,0,0,0
38,043,9668.00,1033,380439668001033,6,6,0,6,0,0,0,0
38,043,9668.00,1034,380439668001034,5,5,0,5,0,0,0,0
38,043,9668.00,1035,380439668001035,8,8,0,8,0,0,0,0
38,043,9668.00,1036,380439668001036,5,5,0,5,0,0,0,0
38,043,9668.00,1037,380439668001037,3,3,0,3,0,0,0,0
38,043,9668.00,1038,380439668001038,9,9,0,9,0,0,0,0
38,043,9668.00,1039,380439668001039,8,8,0,8,0,0,0,0
38,043,9668.00,1040,380439668001040,0,0,0,0,0,0,0,0
38,043,9668.00,1041,380439668001041,1,1,0,1,0,0,0,0
38,043,9668.00,1042,380439668001042,1,1,0,1,0,0,0,0
38,043,9668.00,1043,380439668001043,2,2,0,2,0,0,0,0
38,043,9668.00,1044,380439668001044,2,2,0,2,0,0,0,0
38,043,9668.00,1045,380439668001045,2,2,0,2,0,0,0,0
38,043,9668.00,1046,380439668001046,4,4,0,4,0,0,0,0
38,043,9668.00,1047,380439668001047,4,4,0,4,0,0,0,0
38,043,9668.00,1048,380439668001048,8,8,0,8,0,0,0,0
38,043,9668.00,1049,380439668001049,7,7,0,7,0,0,0,0
38,043,9668.00,1050,380439668001050,2,2,0,2,0,0,0,0
38,043,9668.00,1051,380439668001051,4,4,0,4,0,0,0,0
38,043,9668.00,1052,380439668001052,1,1,0,1,0,0,0,0
38,043,9668.00,1053,380439668001053,2,2,0,2,0,0,0,0
38,043,9668.00,1056,380439668001056,2,2,0,2,0,0,0,0
38,043,9668.00,1057,380439668001057,2,2,0,2,0,0,0,0
38,043,9668.00,1058,380439668001058,1,1,0,1,0,0,0,0
38,043,9668.00,1059,380439668001059,3,3,0,3,0,0,0,0
38,043,9668.00,1060,380439668001060,0,0,0,0,0,0,0,0
38,043,9668.00,1061,380439668001061,0,0,0,0,0,0,0,0
38,043,9668.00,1062,380439668001062,3,3,0,3,0,0,0,0
38,043,9668.00,1063,380439668001063,1,1,0,1,0,0,0,0
38,043,9668.00,1064,380439668001064,0,0,0,0,0,0,0,0
38,043,9668.00,1065,380439668001065,0,0,0,0,0,0,0,0
38,043,9668.00,1066,380439668001066,0,0,0,0,0,0,0,0
38,043,9668.00,1067,380439668001067,0,0,0,0,0,0,0,0
38,043,9668.00,1068,380439668001068,1,1,0,1,0,0,0,0
38,043,9668.00,1069,380439668001069,2,2,0,2,0,0,0,0
38,043,9668.00,1070,380439668001070,0,0,0,0,0,0,0,0
38,043,9668.00,1071,380439668001071,0,0,0,0,0,0,0,0
38,043,9668.00,1072,380439668001072,1,1,0,1,0,0,0,0
38,043,9668.00,1073,380439668001073,0,0,0,0,0,0,0,0
38,043,9668.00,1074,380439668001074,0,0,0,0,0,0,0,0
38,043,9668.00,1075,380439668001075,1,1,0,1,0,0,0,0
38,043,9668.00,1077,380439668001077,2,2,0,2,0,0,0,0
38,043,9668.00,1078,380439668001078,0,0,0,0,0,0,0,0
38,043,9668.00,1079,380439668001079,0,0,0,0,0,0,0,0
38,043,9668.00,1080,380439668001080,0,0,0,0,0,0,0,0
38,043,9668.00,1081,380439668001081,3,3,0,3,0,0,0,0
38,043,9668.00,1082,380439668001082,7,7,0,7,0,0,0,0
38,043,9668.00,1083,380439668001083,7,7,0,7,0,0,0,0
38,043,9668.00,1084,380439668001084,3,3,0,3,0,0,0,0
38,043,9668.00,1085,380439668001085,5,5,0,5,0,0,0,0
38,043,9668.00,1086,380439668001086,1,1,0,1,0,0,0,0
38,043,9668.00,1087,380439668001087,0,0,0,0,0,0,0,0
38,043,9668.00,1088,380439668001088,3,3,0,3,0,0,0,0
38,043,9668.00,1091,380439668001091,1,1,0,1,0,0,0,0
38,043,9668.00,1092,380439668001092,5,5,0,5,0,0,0,0
38,043,9668.00,1093,380439668001093,5,5,0,5,0,0,0,0
38,043,9668.00,1094,380439668001094,2,2,0,2,0,0,0,0
38,043,9668.00,1095,380439668001095,3,3,0,3,0,0,0,0
38,043,9668.00,1096,380439668001096,7,7,0,7,0,0,0,0
38,043,9668.00,1097,380439668001097,3,3,0,3,0,0,0,0
38,043,9668.00,1098,380439668001098,5,5,0,5,0,0,0,0
38,043,9668.00,1099,380439668001099,1,1,0,1,0,0,0,0
38,043,9668.00,1100,380439668001100,3,3,0,3,0,0,0,0
