STATE,COUNTY,TRACT,BLOCK,GEOID,ORIGINAL_COUNT_OF_HUs,CURRENT_COUNT_OF_HUs,LOCAL_COUNT_OF_HUs,DIFFERENCE_IN_HUs,ORIGINAL_COUNT_OF_GQs,CURRENT_COUNT_OF_GQs,LOCAL_COUNT_OF_GQs,DIFFERENCE_IN_GQs
36,051,0301.00,1000,360510301001000,0,0,0,0,0,0,0,0
36,051,0301.00,1001,360510301001001,6,6,0,6,0,0,0,0
36,051,0301.00,1002,360510301001002,6,6,0,6,0,0,0,0
36,051,0301.00,1003,360510301001003,2,2,0,2,0,0,0,0
36,051,0301.00,1004,360510301001004,1,1,0,1,0,0,0,0
36,051,0301.00,1005,360510301001005,0,0,0,0,0,0,0,0
36,051,0301.00,1006,360510301001006,0,0,0,0,0,0,0,0
36,051,0301.00,1007,360510301001007,5,5,0,5,0,0,0,0
36,051,0301.00,1008,360510301001008,1,1,0,1,0,0,0,0
36,051,0301.00,1009,360510301001009,23,23,0,23,0,0,0,0
36,051,0301.00,1010,360510301001010,74,74,0,74,0,0,0,0
36,051,0301.00,1011,360510301001011,1,1,0,1,0,0,0,0
36,051,0301.00,1012,360510301001012,0,0,0,0,0,0,0,0
36,051,0301.00,1013,360510301001013,0,0,0,0,0,0,0,0
36,051,0301.00,1014,360510301001014,7,7,0,7,0,0,0,0
36,051,0301.00,1015,360510301001015,33,33,0,33,0,0,0,0
36,051,0301.00,1016,360510301001016,1,1,0,1,0,0,0,0
36,051,0301.00,1017,360510301001017,34,34,0,34,0,0,0,0
36,051,0301.00,1018,360510301001018,15,15,0,15,0,0,0,0
36,051,0301.00,1019,360510301001019,3,3,0,3,0,0,0,0
36,051,0301.00,1020,360510301001020,6,6,0,6,0,0,0,0
36,051,0301.00,1021,360510301001021,1,1,0,1,0,0,0,0
36,051,0301.00,1022,360510301001022,18,18,0,18,0,0,0,0
36,051,0301.00,1023,360510301001023,136,136,0,136,0,0,0,0
36,051,0301.00,1024,360510301001024,61,61,0,61,0,0,0,0
36,051,0301.00,1025,360510301001025,0,0,0,0,0,0,0,0
36,051,0301.00,1026,360510301001026,0,0,0,0,0,0,0,0
36,051,0301.00,1027,360510301001027,8,8,0,8,0,0,0,0
36,051,0301.00,1028,360510301001028,0,0,0,0,0,0,0,0
36,051,0301.00,1029,360510301001029,0,0,0,0,0,0,0,0
36,051,0301.00,1030,360510301001030,0,0,0,0,0,0,0,0
36,051,0301.00,1031,360510301001031,0,0,0,0,0,0,0,0
36,051,0301.00,1032,360510301001032,2,2,0,2,0,0,0,0
36,051,0301.00,1034,360510301001034,0,0,0,0,0,0,0,0
36,051,0301.00,1035,360510301001035,1,1,0,1,0,0,0,0
36,051,0301.00,1036,360510301001036,0,0,0,0,0,0,0,0
36,051,0301.00,1037,360510301001037,0,0,0,0,0,0,0,0
36,051,0301.00,1038,360510301001038,1,1,0,1,0,0,0,0
36,051,0301.00,1039,360510301001039,0,0,0,0,0,0,0,0
36,051,0301.00,1040,360510301001040,8,8,0,8,0,0,0,0
36,051,0301.00,1041,360510301001041,0,0,0,0,0,0,0,0
