STATE,COUNTY,TRACT,BLOCK,GEOID,ORIGINAL_COUNT_OF_HUs,CURRENT_COUNT_OF_HUs,LOCAL_COUNT_OF_HUs,DIFFERENCE_IN_HUs,ORIGINAL_COUNT_OF_GQs,CURRENT_COUNT_OF_GQs,LOCAL_COUNT_OF_GQs,DIFFERENCE_IN_GQs
02,013,0001.00,1013,020130001001013,0,0,0,0,0,0,0,0
02,013,0001.00,1015,020130001001015,0,0,0,0,0,0,0,0
02,013,0001.00,1029,020130001001029,0,0,0,0,0,0,0,0
02,013,0001.00,1061,020130001001061,1,1,0,1,0,0,0,0
02,013,0001.00,1071,020130001001071,0,0,0,0,1,1,0,1
02,013,0001.00,1072,020130001001072,0,0,0,0,0,0,0,0
02,013,0001.00,1073,020130001001073,0,0,0,0,0,0,0,0
02,013,0001.00,1074,020130001001074,0,0,0,0,0,0,0,0
02,013,0001.00,1075,020130001001075,0,0,0,0,0,0,0,0
02,013,0001.00,1077,020130001001077,0,0,0,0,0,0,0,0
02,013,0001.00,1078,020130001001078,0,0,0,0,0,0,0,0
02,013,0001.00,1079,020130001001079,0,0,0,0,0,0,0,0
02,013,0001.00,1080,020130001001080,0,0,0,0,0,0,0,0
02,013,0001.00,1081,020130001001081,0,0,0,0,0,0,0,0
02,013,0001.00,1082,020130001001082,0,0,0,0,0,0,0,0
02,013,0001.00,1083,020130001001083,0,0,0,0,0,0,0,0
02,013,0001.00,1084,020130001001084,0,0,0,0,0,0,0,0
02,013,0001.00,1085,020130001001085,0,0,0,0,0,0,0,0
02,013,0001.00,1086,020130001001086,0,0,0,0,0,0,0,0
02,013,0001.00,1087,020130001001087,0,0,0,0,0,0,0,0
02,013,0001.00,1088,020130001001088,0,0,0,0,0,0,0,0
02,013,0001.00,1218,020130001001218,0,0,0,0,0,0,0,0
02,013,0001.00,1219,020130001001219,0,0,0,0,0,0,0,0
02,013,0001.00,1220,020130001001220,0,0,0,0,0,0,0,0
02,013,0001.00,1225,020130001001225,0,0,0,0,0,0,0,0
02,013,0001.00,1227,020130001001227,0,0,0,0,0,0,0,0
02,013,0001.00,1228,020130001001228,0,0,0,0,0,0,0,0
02,013,0001.00,1229,020130001001229,0,0,0,0,0,0,0,0
02,013,0001.00,1230,020130001001230,0,0,0,0,0,0,0,0
02,013,0001.00,1235,020130001001235,0,0,0,0,0,0,0,0
02,013,0001.00,1236,020130001001236,13,13,0,13,1,1,0,1
02,013,0001.00,1237,020130001001237,0,0,0,0,0,0,0,0
02,013,0001.00,1238,020130001001238,2,2,0,2,0,0,0,0
02,013,0001.00,1239,020130001001239,7,7,0,7,1,1,0,1
02,013,0001.00,1240,020130001001240,10,10,0,10,2,2,0,2
02,013,0001.00,1241,020130001001241,4,4,0,4,1,1,0,1
02,013,0001.00,1242,020130001001242,0,0,0,0,0,0,0,0
02,013,0001.00,1243,020130001001243,0,0,0,0,0,0,0,0
02,013,0001.00,1244,020130001001244,2,2,0,2,0,0,0,0
02,013,0001.00,1245,020130001001245,1,1,0,1,0,0,0,0
02,013,0001.00,1246,020130001001246,0,0,0,0,0,0,0,0
02,013,0001.00,1247,020130001001247,0,0,0,0,0,0,0,0
02,013,0001.00,1248,020130001001248,3,3,0,3,0,0,0,0
02,013,0001.00,1249,020130001001249,0,0,0,0,0,0,0,0
02,013,0001.00,1250,020130001001250,3,3,0,3,0,0,0,0
02,013,0001.00,1251,020130001001251,0,0,0,0,1,1,0,1
02,013,0001.00,1252,020130001001252,0,0,0,0,0,0,0,0
02,013,0001.00,1253,020130001001253,0,0,0,0,0,0,0,0
02,013,0001.00,1254,020130001001254,0,0,0,0,0,0,0,0
02,013,0001.00,1255,020130001001255,1,1,0,1,0,0,0,0
02,013,0001.00,1256,020130001001256,0,0,0,0,0,0,0,0
02,013,0001.00,1257,020130001001257,0,0,0,0,0,0,0,0
02,013,0001.00,1258,020130001001258,0,0,0,0,0,0,0,0
02,013,0001.00,1259,020130001001259,0,0,0,0,0,0,0,0
02,013,0001.00,1260,020130001001260,11,11,0,11,0,0,0,0
02,013,0001.00,1261,020130001001261,0,0,0,0,0,0,0,0
02,013,0001.00,1262,020130001001262,3,3,0,3,0,0,0,0
02,013,0001.00,1264,020130001001264,0,0,0,0,0,0,0,0
02,013,0001.00,1265,020130001001265,0,0,0,0,0,0,0,0
02,013,0001.00,1266,020130001001266,0,0,0,0,0,0,0,0
02,013,0001.00,1270,020130001001270,0,0,0,0,0,0,0,0
02,013,0001.00,1271,020130001001271,4,4,0,4,0,0,0,0
02,013,0001.00,1272,020130001001272,0,0,0,0,0,0,0,0
02,013,0001.00,1273,020130001001273,0,0,0,0,0,0,0,0
02,013,0001.00,1274,020130001001274,0,0,0,0,0,0,0,0
02,013,0001.00,1279,020130001001279,0,0,0,0,0,0,0,0
02,013,0001.00,1454,020130001001454,0,0,0,0,0,0,0,0
,,,,Unable to Geocode,0,0,0,0,0,0,0,0
,,,,TOTAL,65,65,0,65,7,7,0,7
